Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	PD-L1
TCGA-D7-6524-01A-11R-1802-13	0.016041846	0	0	0.039160935	0	0.180795918	0	0	0.073357343	0	0.00975016	0	0	0.184891757	0.030881769	0.076480154	0.04287591	0	0	0.163012654	0.027757886	0.154993668	1.934564051
TCGA-VQ-A91K-01A-11R-A414-31	0.01040092	0	0	0.095463582	0	0.247768718	0	0.023974419	0.1327675	0	0	0.033078119	0.004575625	0.125205884	0.07888047	0.184935581	0.001970852	0.012162699	0.040547618	0	0	0.008268014	1.32192792
TCGA-BR-4370-01A-01R-1157-13	0.047316595	0	0.051172868	0.015692464	0	0.245309454	0.068049501	0	0.0024934	0	0.014049511	0	0	0.092576714	0.063855322	0.175866148	0	0	0	0.096144011	0.036602357	0.090871655	3.826967931
TCGA-R5-A7ZR-01A-11R-A354-31	0	0.002418326	0.22256501	0.038101078	0	0.215986524	0	0.031414264	0.090254684	0	0	0.022221855	0	0.105527208	0.055206934	0.153598361	0	0.013253587	0.039625923	0.009826247	0	0	0.486695233
TCGA-CD-5799-01A-11R-1602-13	0.03127783	0	0.049081289	0.059041556	0	0.126564196	0	0	0.037370915	0	0	0.071697049	0	0.248111676	0.060208095	0.21008732	0.00118232	0.014258375	0	0.066431504	0	0.024687875	0.322531481
TCGA-BR-8382-01A-11R-2402-13	0	0	0.06635892	0.060157694	0	0.121395513	0.139006706	0.003268751	0.028268313	0	0.030616871	0.073392161	0	0.133237564	0.165294679	0.104474289	0.023087634	0	0.015889624	0	0	0.035551279	2.901201806
TCGA-R5-A7ZF-01A-11R-A354-31	0.004965078	0	0.037735207	0.001001959	0	0.280602469	0.259078873	0	0	0	0.069102947	0	0	0.1752923	0.139364896	0	0.00266896	0	0	0.029362567	0.000824743	0	0.856523972
TCGA-IN-AB1V-01A-21R-A414-31	0.030658468	0.121435764	0.065694399	0.132458794	0	0.212961296	0	0.058494832	0.069418816	0	0	0.083033457	0.013260335	0.015679142	0.024882735	0.05826809	0.002358316	0.034647466	0.067823925	0	0	0.008924165	1.050273417
TCGA-FP-7916-01A-11R-2203-13	0.053118062	0	0.125122001	0.167739331	0	0.045609932	0.079774275	0.016399796	0.093728347	0	0.021522374	0	0.001564935	0.04566077	0.157196482	0.104497315	0.013182956	0.001641933	0.073241492	0	0	0	3.193080273
TCGA-D7-8579-01A-11R-2343-13	0.02876998	0.021675428	0.027239336	0.064441589	0	0.195490519	0	0	0.063976818	0	0	0.020656284	0.031043539	0.048671773	0.015858097	0.113941061	0.085234779	0.005129132	0.152886468	0	0.065086859	0.059898341	0.814283509
TCGA-IN-A7NU-01A-22R-A354-31	0	0	0.066412514	0.10253477	0	0.158375571	0.072600521	0	0.162925157	0	0.008340181	0.001760556	0.006905808	0.081797882	0.097484962	0.155256851	0.02786737	0.018598719	0.021634746	0	0	0.017504391	1.485545113
TCGA-BR-7851-01A-11R-2203-13	0.08693541	0	0.054040175	0.101875677	0	0.169670863	0.034064051	0.051044103	0.079982305	0	0.014984564	0.025591455	0.006928929	0.177569342	0.077273155	0.086029239	0.025413236	0	0.002731857	0	0	0.005865637	1.745908968
TCGA-FP-8210-01A-11R-2343-13	0.125231862	0.0964145	0	0.182888404	0	0.069172698	0	0.024781244	0.153997103	0	0	0.046173704	0.004669529	0.063820141	0.040479868	0.051388337	0.033876966	0.025371439	0.073960176	0	0	0.007774029	1.385532683
TCGA-BR-8295-01A-11R-2343-13	0.335812102	0	0.156650943	0.053887636	0	0.078072521	0	0.036621812	0.064056673	0	0	0.021587012	0.006075339	0.147494439	0.048452437	0.031495031	0.016764739	0	0.003029314	0	0	0	0.174532745
TCGA-HU-8602-01A-11R-2402-13	0.011038964	0	0.014105327	0.038150737	0	0.190882668	0.091155605	0.007584834	0.002459729	0	0.028791314	0	0	0.308892227	0.12343581	0.077845299	0	0	0	0.081800248	0	0.023857238	6.850649536
TCGA-VQ-A91Z-01A-11R-A414-31	0.090638235	0	0.019486574	0.030599548	0	0.165726045	0	0.091946932	0.087198803	0	0.050353259	0	0	0.31009103	0.038450551	0.06584609	0	0	0	0.049662932	0	0	0.081038249
TCGA-CD-8531-01A-11R-2343-13	0	0.343221686	0.164667619	0.047243233	0	0.034996147	0.030452011	0.04895207	0.029459003	0.005963774	0	0	0	0.036963964	0	0.111827101	0	0.113587977	0.026564734	0	0.001104185	0.004996496	0.50430848
TCGA-VQ-A8PX-01A-12R-A414-31	0.090967788	0	0.268375572	0.204648301	0	0.154986198	0	0	0.087782905	0	0	0.035881211	0.01140406	0.020792429	0.020671758	0.002830846	0	0.051862448	0	0.015054017	0	0.034742468	0.472924071
TCGA-BR-7959-01A-11R-2343-13	0.080524938	0	0.017047172	0.069415677	0	0.228953398	0.053774349	0	0.036696193	0	0.043538391	0	0.037656931	0.04574399	0.104166143	0.164791364	0.012166674	0.010328112	0.082753981	0	0	0.012442686	0.984580772
TCGA-HU-A4H3-01A-21R-A251-31	0.054706457	0	0.019398627	0.197366047	0	0.0698933	0.125766587	0.040556368	0.066283781	0	0.028349314	0	0	0.07764915	0.065337494	0.09590633	0	0.016421861	0	0.109929841	0.016308074	0.016126767	0.828526704
TCGA-CG-5717-01A-11R-1602-13	0.082673001	0	0	0.117908795	0	0.155117468	0.031938874	0.009298781	0.108523808	0	0.019415676	0	0.01855178	0.072057456	0.125025526	0.068691582	0.044105423	0.015839085	0.121673583	0	0	0.009179163	3.101209036
TCGA-D7-6520-01A-11R-1802-13	0.06676793	0	0.036169635	0.040470171	0	0.229110561	0.059389014	0.017346121	0.135679115	0	0.014843106	0	0.026502019	0.062096577	0.104184872	0.125501263	0	0.03566426	0.045995264	0	0	0.000280089	0.423901126
TCGA-BR-6803-01A-11R-1884-13	0.012923839	0.039637418	0.090084401	0.237396462	0	0.133490542	0.032642315	0.021136181	0.128284377	0	0.006901995	0	0.00298282	0.011531126	0.086100034	0.124644971	0.05464754	0	0.017595981	0	0	0	0.528313997
TCGA-VQ-A94O-01A-11R-A414-31	0.056477876	0	0.032119401	0.039317759	0	0.21237904	0.057708401	0.04204935	0.110484177	0	0.069763808	0	0	0.174886298	0.002497012	0.044860505	0	0.011926519	0	0.145529856	0	0	0.92387031
TCGA-HU-8610-01A-22R-2402-13	0.036154301	0	0	0	0	0.108126544	0.021914439	0.033063865	0.093327835	0	0.040175963	0	0	0.364642856	0	0.039480238	0	0.099650027	0	0.151477226	0.001589639	0.010397067	3.211811617
TCGA-HU-8249-01A-11R-A36D-31	0.089598722	0	0.01036398	0.069365101	0	0.120059781	0.09415943	0.028534145	0.060471078	0	0	0.037946934	0	0.152896641	0.035431753	0.05097829	0	0.020025643	0	0.226613138	0	0.003555364	2.048352359
TCGA-CD-8525-01A-11R-2343-13	0.071068828	0	0.122166147	0.160387337	0	0.017796283	0.059769117	0.024755858	0.054112017	0	0.008202898	0.024910744	0	0.216504711	0.128177412	0.078009835	0	0	0.022232566	0	0	0.011906248	0.665760765
TCGA-VQ-A8PO-01A-11R-A414-31	0.070133758	0	0.028374235	0.185254389	0	0.101105699	0.121284109	0.090347023	0.060600582	0	0.059699368	0	0.001981688	0.129925456	0.058697861	0.060322426	0.014107672	0.011571833	0	0.0065939	0	0	2.075272867
TCGA-VQ-A8PF-01A-11R-A414-31	0.045534756	0	0.076786312	0.234507409	0	0.063277785	0.106344743	0.041359622	0.04921829	0	0.015901366	0	0	0.021977017	0.119088087	0.141933735	0.022168426	0.030419977	0.03107962	0	0	0.000402855	3.077479832
TCGA-CG-5716-01A-21R-1802-13	0.024921093	0.074959504	0.368290061	0.06866877	0	0.190379243	0.005930948	0.019343391	0.064939712	0	0.014727908	0	0	0.026212818	0.008090353	0.029509294	0.026943037	0.015983129	0.032192209	0.008455487	0	0.020453043	0.627190389
TCGA-CD-5801-01A-11R-1602-13	0.072681637	0	0.056403669	0.395458051	0	0.002626655	0.17908819	0.022942346	0.030102005	0	0	0.016429641	0.009637872	0	0.077674055	0.077753194	0.03124639	0	0.022254012	0	0	0.005702283	1.398735696
TCGA-HU-A4GH-01A-11R-A24K-31	0.210981903	0	0.099165326	0	0	0.237579048	0	0	0.022641869	0	0.019408112	0.000811971	0	0.208704051	0.020982388	0	0.009549112	0.011733025	0	0.077906299	0	0.080536895	0.713919154
TCGA-BR-4253-01A-01R-1131-13	0.014937486	0	0.014720316	0.195781445	0	0	0.292259718	0	0	0.076720897	0.028380769	0	0	0.045905889	0.113022373	0.146004975	0.004274443	0.013734491	0.03916283	0	0	0.015094368	17.93757611
TCGA-HU-8608-01A-11R-2402-13	0.002484872	0	0.113518479	0.166854133	0	0.074337782	0.113196113	0.023524142	0.078293015	0	0.076266005	0	0	0.019559804	0.184881365	0.087975346	0.015627892	0.034995021	0.00813169	0	0	0.00035434	161.1671854
TCGA-CG-4466-01A-01R-1157-13	0.063910171	0	0	0	0	0.31701713	0.132288147	0.007034061	0	0	0.066673713	0	0	0.099417923	0.082256962	0.060286824	0	0.012302609	0	0.082570094	0	0.076242367	0.682163873
TCGA-VQ-A91Q-01A-12R-A414-31	0.129248428	0	0.175344328	0.002895923	0	0.247672087	0	0	0.080599789	0	0.005810203	0.003388029	0	0.103539597	0.102731497	0.07307521	0	0.057075193	0.018619716	0	0	0	0.919642585
TCGA-CG-4442-01A-01R-1157-13	0.070389863	0	0	0.060653935	0	0.161263709	0.181336001	0.003194659	0	0	0.035939648	0	0	0.098588041	0.096009058	0.143349972	0.003441509	0	0	0.026828827	0.017856514	0.101148265	1.653084613
TCGA-RD-A7BW-01A-11R-A32D-31	0.082847774	0	0	0.280346511	0	0.164618087	0.001271011	0.050592173	0.031717644	0	0	0.106035121	0.011485022	0	0.078826675	0.122094611	0.00610572	0	0.060391075	0	0.001150818	0.002517758	1.530831186
TCGA-F1-A72C-01A-21R-A33Y-31	0.049496062	0	0.119404501	0.159622313	0	0.114426119	0.001758128	0.04433583	0.073783028	0	0	0.09788913	0	0.086214342	0.085777972	0.123151704	0.003859355	0.007776697	0.030306317	0	0	0.002198504	0.957200905
TCGA-BR-7704-01A-11R-2055-13	0.0178485	0	0.051676531	0.19861453	0	0.16673571	0.045255158	0.036657418	0.103839486	0	0	0.069423732	0	0.085524955	0.103152622	0.090602031	0.024339019	0	0.006330307	0	0	0	1.829710091
TCGA-RD-A7BT-01A-11R-A33Y-31	0.050761517	0	0.054939784	0.090117941	0	0.307660456	0.005861732	0.066310709	0.100044644	0	0	0.04365073	0.002292744	0.014204643	0.057501324	0.093143478	0.076509629	0	0.015827974	0	0	0.021172695	0.299698265
TCGA-D7-6818-01A-11R-1884-13	0.024308743	0	0.044122318	0.018861975	0	0.0806047	0	0	0.004792178	0	0	0.010062635	0.055164258	0.134034768	0.030471525	0.427571332	0.027567336	0	0.041076234	0	0.025112598	0.076249399	0.778044213
TCGA-CD-8533-01A-11R-2343-13	0.084091918	0	0.062328575	0.061296081	0	0.137057174	0.081686929	0	0.09060977	0	0.010577515	0	0	0.07355594	0.056705529	0.147024093	0.168351654	0	0.02671482	0	0	0	0.241943159
TCGA-3M-AB46-01A-11R-A414-31	0.04644555	0	0.007309841	0.041866755	0	0.239342235	0	0.021058426	0.081663288	0	0	0.039146656	0	0.307692867	0.086305537	0.056858142	0.024304797	0.02011377	0	0.022738414	0	0.005153722	0.373488425
TCGA-F1-A448-01A-11R-A24K-31	0.052738174	0	0.081782022	0.00929448	0	0.173115455	0	0	0.025561848	0	0.028533051	0	0	0.288747353	0	0.070512703	0.001662682	0.002858613	0	0.219160491	0	0.046033129	1.483726165
TCGA-BR-4371-01A-01R-1157-13	0	0	0.006194541	0.020624867	0	0.333901065	0.055317376	0.008639356	0.059261634	0.013914276	0.005318714	0	0	0.132406461	0.129540166	0.128533873	0.037150248	0.005797811	0.048453865	0	0.012095138	0.002850608	1.737654222
TCGA-BR-8690-01A-11R-2402-13	0.003022061	0.000363053	0.085540776	0.26893638	0	0	0.114733054	0.001195949	0.09935921	0	0	0.026566937	0.00471101	0.125921524	0.075247073	0.137487488	0.010524783	0.000922983	0.045151776	0	0.000315943	0	1.242430214
TCGA-RD-A8NB-01A-12R-A39E-31	0.038322279	0.020526876	0	0.070968071	0	0.239640641	0	0.042644395	0.129364585	0	0	0.076360948	4.74E-05	0.04305834	0.151220516	0.070259202	0.028203377	0.004439214	0.069574602	0	0	0.015369584	3.60631477
TCGA-CD-8528-01A-11R-2343-13	0	0	0.025627166	0.089434954	0	0.194529115	0.021934504	0.021497855	0.008438298	0	0	0.082498957	0	0.182012743	0.020437026	0.202648434	0.048568494	0	0.014444763	0	0	0.087927691	0.961432837
TCGA-RD-A8MW-01A-11R-A36D-31	0.0023086	0	0.117019756	0.007580034	0	0.119252182	0.076402799	0	0.032459236	0	0.02912769	0	0	0.336211098	0.089099345	0.150025385	0.007320709	0	0	0.024959755	0	0.00823341	2.066549172
TCGA-RD-A8N4-01A-21R-A36D-31	0.119117075	0	0.030340826	0.145391197	0	0.26950188	0.015715232	0	0.077165249	0	0	0.012541253	0.010522683	0	0.0931588	0.143304291	0.008856589	0.010562836	0.06382209	0	0	0	0.96346328
TCGA-HU-A4G8-01A-11R-A251-31	0.088286634	0.012941819	0.058162413	0.096518192	0	0.156140708	0.109882197	0.063746905	0.025691126	0	0	0.004861721	0	0.146700656	0.114225324	0.103574429	0	0.014504363	0	0	0.004763514	0	4.643636722
TCGA-CG-4437-01A-01R-1802-13	0.059746035	0	0.057053356	0.159732334	0	0.111984821	0.094906046	0.027929212	0.033629047	0	0	0.050483101	0.008384101	0.028355819	0.077893992	0.190596947	0.01549038	0	0.035011545	0	0	0.048803264	2.350150957
TCGA-BR-8381-01A-11R-2402-13	0.022707268	0	0.137316513	0.290176211	0	0	0.100159731	0.055958372	0.10050297	0	0	0	0	0.097584419	0.068614198	0.105031069	0.015672316	9.12E-05	0.006185731	0	0	0	2.096315088
TCGA-D7-A747-01A-22R-A33Y-31	0.097805645	0.071100409	0	0.109379086	0	0.229059514	0	0.02252366	0.116984352	0	0	0.086267137	0.005110439	0	0.057588295	0.070502808	0.002533775	0	0.129762737	0	0	0.001382143	0.796216905
TCGA-BR-4357-01A-01R-1157-13	0.055150142	0	0.080766521	0	0	0.180668136	0.137913567	0.015425868	0	0.016392646	0.035688728	0	0	0.160230968	0.083513535	0.176201479	0.017115826	0	0.027288831	0	0	0.013643753	4.821060112
TCGA-FP-8631-01A-11R-2402-13	0.111410514	0	0.187176636	0.008235249	0	0.156243053	0	0	0.046558182	0	0	0.040510429	0	0.093365497	0.019834877	0.112279965	0	0.145404432	0.071350898	0	0	0.007630268	0.559847142
TCGA-FP-8211-01A-11R-2343-13	0.071952992	0	0.008733231	0.122019243	0	0.39486308	0.040991173	0	0.100604308	0	0	0.055018709	0.014265727	0.055469164	0.034847216	0.060452735	0.001324502	0.020284979	0.01917294	0	0	0	0.932297799
TCGA-BR-8373-01A-11R-2343-13	0.039281938	0	0.012662894	0.008700255	0	0.266474939	0.031638332	0	0.053169028	0	0.027085161	0	0.036267902	0.260593741	0.078234087	0.064806926	0.037508143	0.020538787	0.054379502	0	0	0.008658366	0.877933634
TCGA-HU-A4G3-01A-11R-A24K-31	0.005859184	0.001929126	0.036677962	0.03770493	0	0.202127854	0	0	0.047169722	0	0	0.140445501	0	0.175397011	0.020622967	0.094558381	0.002476124	0	0.213450451	0	0.000118235	0.02146255	0.274418349
TCGA-D7-5577-01A-01R-1602-13	0.05301907	0	0.005906418	0.258571032	0	0	0.10707693	0.043064855	0.08959577	0	0.029589599	0	0.002195099	0.070205332	0.142252211	0.178659265	0.010210582	0.000614333	0.006276371	0.002763134	0	0	3.870835825
TCGA-VQ-A8DV-01A-12R-A36D-31	0.138230098	0	0.018767095	0.098628947	0	0.153244125	0	0.030844033	0.011710325	0	0	0.007715496	0.010142919	0.268890601	0.092528383	0.049874026	0	0.019501863	0.055379942	0.00623572	0	0.038306427	0.321066152
TCGA-KB-A6F7-01A-12R-A32D-31	0.047117052	0	0.026512299	0.246821215	0	0.000313854	0.126519799	0.01617172	0.102540347	0	0.050964393	0.009646915	0.006761288	0.114146964	0.046518235	0.154176648	0.039888922	0.002067246	0	0.003024754	0	0.006808347	1.150397108
TCGA-RD-A8MV-01A-11R-A36D-31	0.043235836	0.012798257	0.054911617	0.095688457	0	0.160089161	0.090617209	0.040404439	0.079731466	0	0.03196028	0	0.013732093	0.087911411	0.113730907	0.069833421	0.011124134	0.017733389	0.030780292	0	0	0.045717632	2.175087298
TCGA-BR-6802-01A-11R-1884-13	0.046874935	0	0.03051388	0.241240285	0	0.010174397	0.154337036	0.045736174	0.096789354	0	0.09855357	0	0.001634445	0.053258339	0.037438845	0.064667302	0	0.100806318	0.009982307	0	0	0.007992813	8.198855847
TCGA-HF-7133-01A-11R-2055-13	0.077229703	0	0.019739006	0.023487228	0	0.231078939	0.014524443	0.021114723	0.037532521	0	0	0.012007149	0	0.228580967	0.049732437	0.218840859	0	0	0.037389873	0.004082492	0	0.024659659	2.874484358
TCGA-HF-A5NB-01A-11R-A31P-31	0.017902911	0	0	0.198501876	0	0.196691045	0.043252512	0.069299814	0.059508445	0	0	0.028369208	0.000196902	0.095381675	0.082480053	0.089444658	0.054843799	0	0	0.064127101	0	0	1.691561814
TCGA-RD-A8N1-01A-12R-A36D-31	0.050580026	0.03261901	0.072651098	0.158513971	0	0.232925665	0.02827619	0	0.120949911	0	0	0.013978607	0	0.101082709	0.065848722	0.094183738	0.012268383	0	0.011809837	0.000443169	0	0.003868964	2.022941789
TCGA-D7-8570-01A-11R-2343-13	0.015390737	0	0.075548393	0.094599521	0	0.108689379	0.054978923	0.038284113	0.049083286	0	0	0.080819995	0.001809452	0.181677692	0.0575478	0.129991478	0.063600412	0	0.044590094	0	0	0.003388724	3.847924175
TCGA-VQ-A94U-01A-12R-A414-31	0.051774054	0	0.032354349	0.050008948	0	0.2607116	0	0	0.063383792	0	0	0.075013706	0.012994284	0	0.050826478	0.24324349	0.071498669	0	0.08819063	0	0	0	0.444966081
TCGA-BR-A4IV-01A-31R-A251-31	0.021240595	0	0.059530612	0.068569552	0	0.269636687	0.011763106	0	0.087066795	0	0	0.022443981	0.014181225	0.036906301	0.033215727	0.234859195	0.025813731	0	0.091799473	0.013280224	0	0.009692796	0.62788748
TCGA-D7-6525-01A-11R-1802-13	0.039853454	0	0.006793489	0.085147854	0	0.158233608	0.042057023	0	0.094780881	0	0.02262341	0.028454316	0.003890358	0.139141003	0.035422826	0.24864582	0	0.026704123	0.045674195	0	0	0.022577641	1.824564252
TCGA-HU-A4H6-01A-11R-A251-31	0.168962258	0	0.172639884	0.036378246	0	0.11657397	0.022329858	0.034943556	0.051913214	0	0	0.047450199	0	0.077411263	0.065164704	0.026342173	0.0246434	0.006059291	0.087574392	0	0	0.061613593	0.894325665
TCGA-BR-8676-01A-11R-2402-13	0	0	0	0.336215567	0	0	0.172309751	0	0.074342442	0.053962044	0	0	3.46E-05	0	0.059934812	0.244772043	0.032306833	0	0	0	0	0.026121949	0.752027651
TCGA-D7-6519-01A-11R-1802-13	0.033445161	0	0	0.204634261	0	0.115092525	0	0.016155477	0.136544742	0	0	0.071755955	0.01324658	0.013158654	0.048564507	0.212279262	0.023149663	0	0.111973212	0	0	0	0.374645941
TCGA-VQ-A923-01A-11R-A414-31	0.067329102	0	0.03943267	0.163373685	0	0.233067603	0.051002991	0.052371716	0.063605435	0.022146081	0	0	0	0.072997944	0.126331969	0.031775078	0.035886254	0	0.040679471	0	0	0	3.131006494
TCGA-D7-8573-01A-11R-2343-13	0.088485568	0	0.072717535	0.042708525	0	0.296877532	0.063884891	0.028205666	0.054047468	0	0	0.015876913	0.004996947	0.110528414	0.07833895	0.089219922	0.00936041	0.019837285	0.002906794	0	0.008961526	0.013045654	0.908146151
TCGA-KB-A93H-01A-11R-A39E-31	0.000907389	0.004405826	0	0.008575949	0	0.312037895	0	0.068310084	0.125550083	0	0.044350157	0	0.025838349	0.185941203	0.098065143	0.026620381	0.009232817	0	0	0.088101653	0.00206307	0	0.720793796
TCGA-BR-A4J8-01A-11R-A251-31	0.049005009	0	0.015136809	0.031722225	0	0.256590337	0	0	0.06533449	0	0	0.103743898	0.000855314	0.156981383	0.105777505	0.09697462	0.009130006	0	0.108748404	0	0	0	0.524536526
TCGA-BR-8487-01A-11R-2402-13	0	0.001983916	0.074203335	0.072265087	0	0.187491999	0.083827549	0	0.05200738	0.011407099	0	0.018034154	0	0.169475687	0.105451033	0.180238382	0.010393621	0	0.033220757	0	0	0	1.400344588
TCGA-CD-8530-01A-11R-2343-13	0.042877094	0	0	0.068636116	0	0.204730373	0	0.007180213	0.116798564	0	0	0	0.0028969	0.050365447	0.02681618	0.182762673	0.129789669	0.022610914	0.02504798	0.119487877	0	0	1.029113063
TCGA-VQ-A927-01A-12R-A414-31	0.086508392	0	0.316823598	0.033389087	0	0.278981077	0	0	0.078290826	0	0	0.029591105	0.022628228	0.035573231	0.011136556	0.053826638	0	0.021883372	0.002200314	0.003794967	0	0.025372609	0.841265836
TCGA-IN-7806-01A-11R-2055-13	0.046150603	0.068948238	0.010348054	0.055275434	0	0.169060725	0	0.006480226	0.081756994	0	0.019755454	0	0	0.257653147	0.021424571	0.237081285	0	0	0.026065268	0	0	0	0.260490985
TCGA-BR-8077-01A-11R-2343-13	0.018168274	0	0.041505567	0.168746369	0	0.068093535	0.0568989	0	0.116645268	0	0	0.0592927	0.004122143	0.200861639	0.103204496	0.070596389	0.061510926	0.006109654	0.015968685	0	0.00447647	0.003798984	1.497530151
TCGA-CD-8532-01A-11R-2343-13	0.055958205	0	0.046999075	0.065866604	0	0.345067961	0	0.02636431	0.093844724	0	0	0.050012755	0	0.147135648	0.04749371	0.071036447	0.006921994	0.020856538	0.022365622	7.64E-05	0	0	1.421851765
TCGA-BR-8589-01A-11R-2402-13	0.016234886	0	0.022892888	0.373983335	0	0	0.15241272	0.069062339	0.012667851	0.026889491	0	0.008554306	0	0.036776236	0.09174939	0.085177542	0.059951981	0	0.043097008	0	0	0.000550028	2.865714054
TCGA-BR-4294-01A-01R-1131-13	0.008034885	0	0.041407508	0.108816783	0	0.171182063	0.048384711	0	0	0.008327396	0	0	0.096049574	0.026060027	0.022763941	0.154320491	0	0.0170583	0	0.030207263	0.211707619	0.055679439	0.850098955
TCGA-HU-A4GU-01A-11R-A251-31	0.048102321	0	0	0.108562418	0	0.285796245	0.023584589	0.026080391	0.070927927	0	0.032804147	0.008712508	0	0.169603974	0.048357789	0.112863575	0	0.000702155	0	0.060223074	0	0.003678886	0.623619701
TCGA-CG-5719-01A-11R-1602-13	0.005998763	0	0.091291815	0.027636712	0	0.117448248	0	0	0.07322099	0.012890715	0	0.041520017	0	0.440727556	0	0.136709004	0	0	0.029164011	0	0	0.023392169	0.511523008
TCGA-VQ-A91N-01A-11R-A414-31	0.08470827	0	0.170375141	0.103297435	0	0.23380468	0.046626004	0.021191561	0.080603623	0	0.012099169	0	0	0.064492506	0.03852586	0.040802597	0.050224586	0.020781361	0.02456421	0	0.007902996	0	0.669177794
TCGA-HU-A4H0-01A-11R-A251-31	0.029938618	0	0.044902577	0.194488353	0	0.163272386	0.115464157	0.060562563	0.022493665	0.037221251	0	0	0	0	0.151282044	0.138360306	0.008191944	0.006189648	0.027632488	0	0	0	11.05803887
TCGA-VQ-A8PQ-01A-11R-A414-31	0.117281847	0.161385099	0	0.10258277	0.12365779	0.178781615	0.021871441	0	0.133281639	0	0.016454227	0	0.007458005	0.061409323	0.034420516	0.02548384	0	0.006093445	0.009838443	0	0	0	2.016909824
TCGA-VQ-A94R-01A-11R-A414-31	0.092334942	0	0.026579	0.074989862	0	0.303118381	0.02139939	0.017314315	0.055640453	0	0.00727098	0	0.013976913	0.042297994	0.134370634	0.137016646	0.014476314	0	0.059214178	0	0	0	1.035253644
TCGA-BR-4368-01A-01R-1157-13	0.092910414	0	0	0.058574779	0	0.234576526	0.117030374	0.028528393	0	0.061831635	0	0.011138111	0	0.051960634	0.123661486	0.149843396	0.00677979	0	0.036119632	0	0.026786408	0.000258424	2.401949744
TCGA-SW-A7EA-01A-12R-A354-31	0	0.00028444	0.032341598	0.219388926	0	0.034445156	0.12095317	0.039004494	0.09385889	0	0	0.099490916	3.22E-05	0.023660244	0.141532779	0.066392027	0.02620583	0.065448509	0.027245834	0	0	0.009714985	11.04892903
TCGA-CD-5803-01A-11R-1602-13	0.018448416	0.04676182	0.001864695	0.261308542	0	0.139998379	0.058162126	0.012197551	0.141472465	0	0	0.003973994	0.00699435	0.038455858	0.078458309	0.088909888	0.062983888	0.017300507	0.022709213	0	0	0	2.217580703
TCGA-D7-8578-01A-21R-2343-13	0.07604974	0	0.057583552	0.144915174	0	0.170810164	0	0.016877423	0.094594317	0	0	0.070615762	0.004534254	0.042467531	0.042599363	0.206386028	0.015749422	0.01017495	0.04128307	0	0	0.005359249	1.053742982
TCGA-BR-8371-01A-11R-2343-13	0.320788973	0.018871371	0.006657663	0.107888688	0.031366744	0.179141769	0	0	0.113803005	0	0	0.02860152	0.011348714	0.044540305	0.018138355	0.049966135	0	0.037092331	0.031794428	0	0	0	0.538023203
TCGA-IN-A7NT-01A-21R-A354-31	0	0	0.028896204	0.020401718	0	0.121944805	0	0.019645591	0.033617005	0	0.003008829	0	0	0.264503772	0.047669924	0.031552789	0	0.123759356	0	0.281492206	0.006380884	0.017126915	2.295075664
TCGA-VQ-AA6J-01A-11R-A414-31	0.055920753	0.015661771	0	0.063927553	0	0.132669959	0.021792928	0.05083207	0.09833035	0	0.017565224	0	0	0.343182323	0.117799442	0.071040812	0.006630196	0	0.004646618	0	0	0	3.066929349
TCGA-VQ-A91S-01A-11R-A414-31	0.006714096	0	0	0.111615278	0	0.342862729	0.079954414	0.057723115	0.008937747	0	0.030358136	0	0.014531952	0.09877715	0.12523864	0.091622678	0.015472761	0	0	0	0.016191305	0	5.021206927
TCGA-CD-8524-01A-11R-2343-13	0.061979408	0	0.13577802	0.23007694	0	0.056177756	0.015291061	0.018165202	0.088134959	0.005675544	0	0.012796625	0	0.035898487	0.157524739	0.020984346	0.127074071	0	0.034442843	0	0	0	0.552091659
TCGA-CG-4476-01A-01R-1157-13	0.074068026	0	0.015715435	0.047709191	0	0.215208929	0.033818725	0	0.019263557	0.024803862	0	0	0	0.05388579	0.027516636	0.218156903	0.057153875	0.00053522	0.177409596	0	0.016913937	0.017840318	1.081403664
TCGA-HU-A4GQ-01A-11R-A36D-31	0.081781484	0	0.003220553	0.123423874	0	0.110710364	0.01402074	0.041384373	0.046248344	0.002746401	0	0.035054874	0	0.02510411	0.174149039	0.153730368	0.006061363	0.104013298	0.064211349	0	0.009114229	0.005025238	2.444151076
TCGA-HU-A4HB-01A-12R-A251-31	0.152250425	0.147849038	0.054202255	0.085135481	0	0.148574394	0	0.041769459	0.128640085	0	0	0.010178083	0	0.140549005	0.028427116	0.029992015	0	0	0.032432644	0	0	0	1.439013906
TCGA-RD-A8N5-01A-12R-A36D-31	0.023514144	0	0.001932617	0	0	0.178198407	0	0	0.008079998	0	0.06313005	0	0.055794684	0.249366597	0	0.138043003	0	0.02215343	0	0.130785369	0	0.129001701	0.863657132
TCGA-VQ-A91Y-01A-11R-A414-31	0.022828619	0	0.053356587	0.104808402	0	0.295412347	0	0	0.101293381	0	0	0.048164134	0.006498512	0.040364173	0.089878964	0.147343412	0.031020958	0.007059371	0.051971139	0	0	0	1.464910224
