"","log2FC","t","B","PValue","FDR"
"LMO1",-1.64565247701379,-2.79900724184201,-2.73997385050451,0.00582420307333061,0.0287077322697829
"OGDHL2",-1.30626801793977,-2.79202964932762,-2.75816875311031,0.0059446163680235,0.0291174320922084
"CYP3A42",-1.30779199331258,-2.79174155238079,-2.75891912602403,0.00594963647908019,0.0291274026674608
"GOLT1A2",-1.14724399967327,-2.79088691698422,-2.76114468836856,0.00596455128215632,0.0291857800141412
"DLK1",-1.19260774412641,-2.78977149057839,-2.7640484604542,0.0059840685247727,0.0292666082523273
"SLC28A21",-1.50736042941183,-2.78866107084123,-2.7669381660429,0.00600355589473203,0.0293325175242239
"PTPRT",-1.01180042699589,-2.78592589423944,-2.77405166893075,0.0060518036623537,0.0294649926878229
"CTAG21",-2.1628293067289,-2.784544599487,-2.77764169065034,0.00607630319924,0.0295400652916477
"WNT11",-1.30256787070659,-2.77556512722942,-2.80094066981545,0.0062377818590518,0.0301288893491552
"PRSS45P1",-1.25052311558995,-2.77371124544069,-2.80574252187912,0.00627160266150934,0.0302484339881396
"AXDND11",-1.13271815105664,-2.77273587393538,-2.80826773583733,0.00628946347029646,0.0303270843568964
"GNGT11",-1.81933800094863,-2.77202513987761,-2.81010730794568,0.00630250741250288,0.0303674752368906
"VCX3A1",-1.46088597156279,-2.7699871694835,-2.8153797813791,0.0063400463471044,0.0304882772615172
"MLNR",-1.52042549389481,-2.76980496969918,-2.81585098464244,0.00634341230517748,0.0304893043055305
"DPYSL5",-1.2106672677259,-2.768653888605,-2.81882725631455,0.00636471495869233,0.0305615919504835
"MAB21L2",-1.07151422013579,-2.76744136909278,-2.82196118469546,0.00638722495785566,0.0306470609519136
"SPINK2",-1.43072928159334,-2.7644661519971,-2.82964583479753,0.0064427658263362,0.0308831024813978
"PTCHD1",-1.17769964367172,-2.76417761347448,-2.83039070265412,0.00644817550147556,0.0308939463950175
"CLPSL22",-1.58675865949248,-2.75592011254756,-2.85167802066052,0.00660475206348275,0.0314204619856495
"CLVS2",-1.26132580364483,-2.75321301839223,-2.85864429089899,0.00665683021770798,0.0316142747005942
"HTR3A",-1.0364675624285,-2.74700961158483,-2.87458456098093,0.00677757873481813,0.0320396123334742
"ZDHHC22",-1.02749407688122,-2.74541787149449,-2.87866948609728,0.00680888070652353,0.0321720025443314
"APOA41",-2.22920753667667,-2.74229937442986,-2.88666639902647,0.00687058750344153,0.0323618417428139
"AC004076.1",-1.27256901571608,-2.73864923577776,-2.8960162460446,0.00694345863224438,0.0325870086662126
"SMLR11",-1.39131321192303,-2.73842065265545,-2.8966013901685,0.00694804530508763,0.0325928614059133
"DUOXA12",-1.0007105774857,-2.73333418497189,-2.90961074415213,0.00705082262816557,0.0329640735039913
"HSD3B21",-1.39115151992133,-2.73143946479952,-2.91445119426873,0.00708945864917438,0.0331015999578201
"SMTNL21",-1.01700863228445,-2.7302358454546,-2.91752451733329,0.00711410179497772,0.0331725162293765
"GLP1R",-1.19753240987401,-2.73013813101462,-2.91777396800525,0.00711610582622223,0.0331739359020854
"NIPAL4",-1.00004932441567,-2.72706226777815,-2.92562208963589,0.00717945122909682,0.0333894945296023
"CA92",-1.33779321065638,-2.72671649416872,-2.92650383948322,0.00718660409323613,0.0334146083810526
"SPZ11",-1.06480426012064,-2.72593355861354,-2.92850001466802,0.00720282422082731,0.0334662999205733
"MTTP1",-1.42734411406488,-2.72562258216213,-2.92929273811239,0.00720927594683584,0.033488304903924
"LCN6",-1.09731099399606,-2.72545410334807,-2.92972218069996,0.00721277350949642,0.0334965800932335
"RASSF102",-1.45820170459946,-2.724393195908,-2.9324258223268,0.00723483295839676,0.0335670797515917
"MAB21L32",-1.3294551827814,-2.72204588033674,-2.93840440869914,0.00728385825328231,0.0337544228978674
"DMRTA2",-1.4011010003866,-2.7212007556254,-2.94055579575691,0.00730158287065266,0.0337804209652215
"CLDN19",-1.1651668885829,-2.72087640707786,-2.94138131210253,0.00730839573877426,0.0337879148330495
"NXPE2",-1.32951087597738,-2.71928365193626,-2.94543382992477,0.00734193490550561,0.0339188703953998
"KCNS12",-1.09696818989648,-2.71903289347977,-2.94607165111187,0.00734722790155162,0.0339272631678226
"JPH2",-1.00862247395306,-2.71835940078338,-2.94778446336431,0.00736146107369767,0.0339528257791836
"GGTLC21",-1.15147094196702,-2.71374858878938,-2.95950031598498,0.00745957618315584,0.0342874013936186
"GDF6",-1.05442782231834,-2.71317400956654,-2.96095903865143,0.00747188553347031,0.0343161726418369
"MRGPRE2",-1.38301417619689,-2.7128599568212,-2.96175622770261,0.00747862133798102,0.0343390284394381
"KCNA1",-1.37753139281555,-2.71119756429573,-2.96597464687387,0.00751436806701462,0.0344626292998257
"ADIPOQ",-1.55465466468212,-2.70554887028083,-2.98029112646583,0.00763699257774905,0.034910177546858
"TRIM63",-1.10143702690324,-2.70529309470379,-2.98093874651093,0.00764258772274938,0.0349176817648665
"CNTNAP22",-1.18769486487154,-2.70417740458633,-2.98376301208483,0.0076670371202482,0.0350065257427192
"SPOCK31",-1.12710327158967,-2.70365060858087,-2.98509618199092,0.00767860600469469,0.0350347617123973
"GUCA2B1",-1.67527781867839,-2.70034405004288,-2.99345878589999,0.0077515825193984,0.0353099508042328
"ARMC31",-1.00907348883401,-2.69824918019517,-2.9987521363515,0.00779814112035033,0.0354475818649553
"PCP41",-1.51106987845894,-2.69778893899562,-2.99991458462071,0.00780840386319693,0.0354684547336521
"HRH3",-1.02859365334553,-2.69507391627885,-3.00676837757852,0.00786919429852622,0.0356543183641906
"GP21",-1.59445867697064,-2.69401815994257,-3.00943184337409,0.00789294853534096,0.0356956585869602
"ADRB3",-1.12734503225151,-2.69225847702948,-3.0138690846431,0.00793268518376898,0.035830581033751
"FGF10",-1.12459423785633,-2.69161803216319,-3.01548338999357,0.00794719239595656,0.0358744792730518
"PRLHR",-1.11701506756767,-2.68867544047873,-3.02289603108001,0.00801415633200324,0.0360932896733667
"FSTL4",-1.07412574181742,-2.68830932356659,-3.02381779901614,0.00802252358603329,0.0361143076281789
"ANPEP2",-1.22187320042243,-2.68690759412887,-3.0273458680059,0.00805463188013112,0.0362177205149478
"TENM2",-1.08660306258799,-2.68633326936861,-3.02879092920722,0.00806782101477123,0.0362680327930262
"PROM21",-1.05360064757239,-2.68355152914417,-3.03578613116179,0.00813197940757554,0.0364976100382771
"GH1",-1.22158877202533,-2.68053978666301,-3.04335233668492,0.008201962516663,0.0366851756101616
"HTR1E",-1.2838202025686,-2.67982908617672,-3.0451366642778,0.00821855609939497,0.0367341416313465
"IHH1",-1.12529978406692,-2.67774166869115,-3.05037498926716,0.00826746920116157,0.0368851957342795
"UPK1B",-1.5249459510141,-2.67703334961001,-3.05215166126257,0.00828412648919727,0.03695106602894
"APOC31",-1.97731651313118,-2.67464882549745,-3.05812962541483,0.00834042571040333,0.0371427719464665
"FSTL51",-1.18930798590213,-2.67140125668644,-3.06626348507271,0.0084176578465845,0.0373928683448982
"UBE2Q2L",-1.4673228039923,-2.66890961550515,-3.0724979924781,0.00847735035958949,0.0375981371662866
"NEUROG31",-1.51831331991983,-2.66833746437385,-3.07392886875697,0.00849111132537644,0.0375993652359398
"SGCG1",-1.26745336728377,-2.66635020659835,-3.07889658950775,0.00853906433390352,0.0377414079558055
"WNT7A",-1.10964970988458,-2.66626392505298,-3.07911219916713,0.008541151858863,0.0377414079558055
"CNTFR1",-1.22254466016153,-2.66189213490484,-3.09002864096569,0.00864752978863749,0.0380932371799628
"HTR1D1",-1.16247152876014,-2.66054137813317,-3.09339822907622,0.00868063861519775,0.0382045964216561
"ADH1C",-1.32701957146886,-2.66008437059932,-3.09453792646853,0.0086918663604077,0.0382367679713315
"AGTR1",-1.26963535490187,-2.65942449945433,-3.09618321793353,0.00870810118866927,0.0382650668846545
"NPHS21",-1.22128968351335,-2.65907173648482,-3.09706262892638,0.008716791452439,0.0382860153825735
"NOL42",-1.10887654730918,-2.6562144169344,-3.104181816806,0.00878747018328017,0.0385169822735546
"OTOP31",-1.56691692423562,-2.65435023988411,-3.10882279501527,0.0088338609612963,0.0386696865000095
"PCDH10",-1.2043448372135,-2.65329711278735,-3.11144331313562,0.00886016604993784,0.0387674470138392
"NTS1",-1.33388117711159,-2.65242946027155,-3.11360160374108,0.00888189143518043,0.0388103064524931
"PPP1R1B2",-1.42151846672075,-2.64856484857631,-3.12320708473425,0.00897924361702785,0.039104385578038
"CYP4B1",-1.08794464736703,-2.64369975505373,-3.13528122663814,0.00910316706046752,0.0394942693605836
"SLC8A21",-1.22918011343001,-2.64334401222595,-3.13616331684626,0.0091122887685116,0.0395074998828472
"DMRTA1",-1.04825946041384,-2.63995413937235,-3.14456335814812,0.0091996239601318,0.0397532766701244
"CCDC701",-1.19138957676833,-2.63773805881077,-3.15004948448573,0.00925712536488097,0.0399367928409137
"ZNF727",-1.10374604945684,-2.63761188160705,-3.15036172299098,0.00926040905773736,0.0399367928409137
"CYP4A11",-1.02639242904513,-2.63646421803357,-3.15320111336565,0.00929032462753715,0.0400127639904893
"NOS1",-1.05509347517669,-2.63534201971131,-3.15597641813912,0.00931966062670422,0.0400948767407185
"C10orf142",-1.0276997914549,-2.63469382546845,-3.15757897711335,0.00933664344895096,0.0401486549997343
"SCTR",-1.10057029583497,-2.63462945238092,-3.15773811000699,0.00933833155893199,0.0401486549997343
"FAM131C1",-1.20904924000528,-2.63313246701815,-3.16143772476971,0.00937766594614297,0.0402822758808901
"PCDH8",-1.18208340041419,-2.63295299040885,-3.16188115111445,0.00938239183705971,0.0402848451974414
"HSPB7",-1.14964543041077,-2.62872482443119,-3.17231959956057,0.00949434861565089,0.0406582252367025
"NT5C1A",-1.23418768450427,-2.62168255963524,-3.18967168582854,0.00968349384098063,0.0412420066074844
"TEX351",-1.17619057239861,-2.61140838939431,-3.21491138763832,0.00996553297809886,0.0421911416426462
"PAX41",-1.38460439825084,-2.60829233308994,-3.22254856042457,0.0100525220973987,0.0424065655541657
"CDK5R2",-1.02380973725985,-2.60158826984485,-3.23895153321055,0.0102419957276171,0.0430060321590078
"PTGIS",-1.0002693037862,-2.6008949642499,-3.24064567020535,0.0102617724014145,0.043028901289626
"RFX61",-1.31251477255038,-2.60033205510135,-3.24202087323767,0.0102778547462115,0.0430517582623124
"GHSR",-1.16473051857134,-2.59979713901834,-3.24332743774765,0.0102931583272447,0.0431019876394316
"DACT21",-1.50364097148701,-2.59967247686201,-3.24363189741725,0.0102967277686437,0.0431019876394316
"IGSF231",-1.16117078310279,-2.59665582671178,-3.25099535068066,0.0103834433264241,0.0434085307964171
"SHISA6",-1.03678645989888,-2.59473733703047,-3.25567422038135,0.0104389325496328,0.0435869227161563
"CHRDL1",-1.32797477457833,-2.59438092318307,-3.25654310678505,0.010449270558543,0.0436183302036357
"OXGR12",-1.21854777097141,-2.58880043537583,-3.27013339056485,0.0106123406396176,0.0441009744400035
"SORCS1",-1.0640282670591,-2.58738047189688,-3.27358721082865,0.0106541973626702,0.0442372427828035
"TAGLN3",-1.216615984962,-2.58449292795566,-3.28060535454709,0.0107397722278054,0.0444695829687172
"FYB21",-1.09663053633871,-2.5838036115904,-3.28227967619496,0.0107602917872083,0.0445262105987958
"LGI3",-1.05924379987455,-2.58350416490409,-3.2830068935084,0.0107692166783966,0.0445536965548162
"IGF2BP12",-1.45571967094825,-2.58063274318678,-3.28997635302176,0.0108551364438169,0.0448616151274322
"SPHKAP",-1.05720608376881,-2.57720280847177,-3.2982921788611,0.0109585747611733,0.0451838658139715
"VGLL11",-1.72407653023197,-2.57504487322106,-3.30351890103583,0.0110241054048063,0.0453777136727139
"PSCA1",-1.54143353179666,-2.5693232038671,-3.31735802256742,0.0111995631072578,0.0459252672879338
"DCDC22",-1.143519584611,-2.56817000187798,-3.32014390138826,0.0112352285363607,0.0460207955370125
"MUC3A2",-1.09303889507235,-2.56425794151629,-3.32958607800685,0.0113569784692759,0.0464047333434207
"VIP",-1.45734191029144,-2.55408973002651,-3.35406677915727,0.0116789841664745,0.0474130806874825
"AQP52",-1.6316486269648,-2.54404234461742,-3.37816944886442,0.012005177351481,0.0483751149305447
"SH3GL3",-1.14709482011924,-2.53765998223636,-3.3934350691267,0.0122165987043988,0.048960916775118
"KAAG12",-1.27532010121088,-2.53427243648201,-3.40152333147807,0.0123301629126663,0.0492474830964463
"GAL",-1.46979813665327,-2.53392084341502,-3.40236224638539,0.0123420036865119,0.0492811783949833
"PF42",-1.32267314439767,-2.53036692968314,-3.41083605670195,0.0124622631344227,0.0496531769995502
"GUCA2A1",-1.78982465598981,-2.53009933633923,-3.41147365585935,0.0124713604215399,0.0496644123067549
"C9orf572",-1.15909689659202,-2.52643889761024,-3.42018926001374,0.0125964011175946,0.0500955895302219
"PLPPR5",-1.04220007116072,-2.52291884037352,-3.42855973699543,0.0127177028748228,0.0504546427670053
"NKX6-2",-1.45091103060445,-2.52043153729372,-3.43446795776402,0.0128040445003118,0.0507044318526244
"CHRNA3",-1.02041703803373,-2.51985742493236,-3.43583092015937,0.0128240479277019,0.0507630483676362
"F111",-1.18727289917891,-2.51063287303701,-3.4576913929461,0.0131493062895227,0.0515902129578277
"AKR1C42",-1.11090522185953,-2.51042353792267,-3.45818662740319,0.0131567722291656,0.0516091312582564
"FRMD11",-1.17691190324775,-2.50827240578357,-3.4632734787876,0.0132337120785361,0.0518796597832791
"NGB",-1.36224679531345,-2.50601926407666,-3.46859727763532,0.0133147312309466,0.0520822122037767
"SYNPO2",-1.08031935292198,-2.50329185937463,-3.47503582370951,0.0134133965528657,0.0523946542556306
"NR1H41",-1.15867062460033,-2.50132380990749,-3.4796777849535,0.0134849967625889,0.0526216816891189
"MT1HL11",-1.46828940507202,-2.49171074044308,-3.50230371529476,0.0138396595914184,0.0536416289555076
"GCG1",-1.47131834295654,-2.49108225389793,-3.50378018242046,0.0138631340860613,0.0536893877432202
"HTR2C1",-1.22689284609774,-2.47784050525818,-3.53480890454188,0.0143660519764575,0.055242507590322
"PCP4L1",-1.2164585262539,-2.47642646935137,-3.53811338514943,0.0144207060649045,0.0553872022197699
"RETNLB2",-1.38036208174727,-2.47631068790447,-3.53838387985194,0.0144251893444945,0.0553894933338577
"CYP2B61",-1.3221328423133,-2.47449294956592,-3.54262905545618,0.0144957386481579,0.0555660492288678
"PGC",-1.9356470087708,-2.46803875807185,-3.55767917902939,0.0147487259550456,0.0563476965974819
"POU6F21",-1.20586687282162,-2.46340400642536,-3.56846441810309,0.0149328138040556,0.0568727903250657
"CIB42",-1.22520361344847,-2.46108235067128,-3.5738600029759,0.0150257943544913,0.0571267004295513
"SYT4",-1.23008237415464,-2.45503600235823,-3.58788994336216,0.0152703686894671,0.0578761798931473
"SYNM",-1.08203870953451,-2.44815774765341,-3.60381170185348,0.015552893831279,0.0587303027070488
"HCRT",-1.08795984607932,-2.44395110721879,-3.61352899199311,0.0157279635533602,0.0592671675587831
"ADH1A",-1.25217398328356,-2.44032643123383,-3.62188963263126,0.0158802158289754,0.0596945510941108
"DCDC2C",-1.11151987564488,-2.43706820598868,-3.6293952859976,0.0160181917087641,0.0600683400490067
"RBFOX3",-1.07296543400402,-2.43467842337018,-3.634894531935,0.0161200675929449,0.0603466818846741
"SOHLH21",-1.19115152249247,-2.43337105950117,-3.63790087150771,0.0161760433677661,0.0604982162282863
"IL1RAPL2",-1.12581982853493,-2.42661987223428,-3.65340187763613,0.0164678563396458,0.0613310604643285
"FLNC",-1.07081767079245,-2.42378715616179,-3.65989411034947,0.0165916825481846,0.0616980475629671
"PADI32",-1.10097005582011,-2.41604974650564,-3.67759171889683,0.0169341271855722,0.0625188629724199
"TF",-1.00823308269137,-2.41542013689079,-3.67902951915627,0.0169622664614425,0.0626109075379911
"GGT61",-1.31896398409006,-2.41502989115015,-3.67992052582676,0.0169797286026561,0.0626516677873808
"RDH82",-1.3284286986436,-2.41480806231571,-3.68042694495853,0.01698966177599,0.0626646274008972
"ZNF98",-1.06784923630472,-2.40991476999749,-3.69158708002745,0.017210090538628,0.0631554347101862
"CHGB",-1.05821756369494,-2.40875394261984,-3.69423151975374,0.0172627529943281,0.0633129792740117
"AC004691.2",-1.02070517369311,-2.40830617664443,-3.69525124586862,0.01728310461957,0.0633638089912446
"FAM155B",-1.16454057316018,-2.40732454098832,-3.6974861764276,0.017327795825498,0.0634760315773309
"GJB62",-1.29365171768644,-2.40072999271266,-3.7124784907737,0.017630691204923,0.0642879621948239
"C1QL2",-1.06476930923417,-2.39855184629859,-3.7174220497912,0.0177317611768477,0.0645475053407712
"TAFA4",-1.38784053048347,-2.39767829368775,-3.71940351782117,0.0177724395266644,0.0646598783077283
"SLITRK5",-1.00733800687518,-2.3965009256509,-3.72207307358304,0.0178273962315687,0.0647994314793277
"HOXB81",-1.05445535078339,-2.39376089401198,-3.7282811205948,0.0179558771544276,0.0650846362446186
"CHST51",-1.18041408152738,-2.3935495402298,-3.72875970950375,0.0179658215598144,0.0650965047384477
"PRSS211",-1.39807726750375,-2.39302420892799,-3.72994909941276,0.0179905600368704,0.0651498592504033
"TMEM151A1",-1.04688283384441,-2.3883033532514,-3.74062666959341,0.018214226940252,0.0657646125872693
"AADAC1",-1.25055017535755,-2.38388499247176,-3.75060243793599,0.018425787066256,0.0663566305804891
"CARD181",-1.54546056289529,-2.38379365138564,-3.75080848787721,0.0184301834954821,0.0663598737484453
"SPINK42",-1.48509230284912,-2.3825869436854,-3.75352993109566,0.0184883518895119,0.0664960642217399
"THBS4",-1.19265835480348,-2.36458587312591,-3.79397601023845,0.0193755535140647,0.0689375554212594
"KCTD8",-1.21742360279798,-2.35791859184392,-3.80888460759902,0.0197135748552014,0.0698093736572346
"SFTA21",-1.19915404346943,-2.35635309775605,-3.81237954213903,0.0197936934143017,0.0700295634862706
"ZNF728",-1.06920632492977,-2.35531435914857,-3.81469732118486,0.0198470121876513,0.0701673303551467
"LBP1",-1.04248062379251,-2.35026290431846,-3.82595536237223,0.0201081151374461,0.0707827410942851
"PLPPR12",-1.00812682401532,-2.34738899759098,-3.83235038353825,0.0202580113324015,0.0711658681373836
"CLEC3A1",-1.0401383962145,-2.34270441590629,-3.84275900415581,0.0205044599801606,0.0717766417418856
"OTX2",-1.01541689862998,-2.34175998306504,-3.84485509874908,0.0205544639196042,0.0719001041660852
