"","log2FC","t","B","PValue","FDR"
"PPIAL4E",-1.04592140801027,-2.36538069025456,-3.54170193693691,0.0200036059732569,0.173148729486475
"KCNH81",-1.25036359784472,-2.36515285050775,-3.54219330807405,0.0200152260719235,0.173172516710051
"MTNR1A1",-1.65553800945037,-2.36403603636817,-3.54460128143315,0.0200722715083151,0.173512253131445
"MC3R",-1.20854214530118,-2.35846285809819,-3.55660259875834,0.0203591013550641,0.17490726203763
"ITLN11",-1.64901721540328,-2.35589073779329,-3.56213295014807,0.0204926986489686,0.175560681385232
"LRRN41",-1.12600625262662,-2.35472272074718,-3.56464255303799,0.0205536219996749,0.17572761621185
"TM4SF41",-1.65463757592468,-2.35315234499865,-3.56801492478067,0.020635785000124,0.176275661889462
"PRSS38",-1.51099490540121,-2.35230538452439,-3.56983293855132,0.0206802190908279,0.176500741772571
"ERVMER34-11",-1.20498993470153,-2.3500297674227,-3.5747147102606,0.0208000246257758,0.176904436022012
"INHA1",-1.31221893895901,-2.34708302606192,-3.58102998288074,0.0209560758254845,0.177574798490703
"SLC24A2",-1.0575181622741,-2.34619828934488,-3.58292472285817,0.0210031308160389,0.177574798490703
"SCNN1A1",-1.10363228672136,-2.3442488367668,-3.58709740570583,0.0211071431440165,0.178196508230129
"PAEP",-1.44124611533571,-2.34074907269077,-3.59458070736623,0.0212950156680337,0.179008359528144
"NMU1",-1.24040634780104,-2.33894146343995,-3.59844190369059,0.0213926288416292,0.179334553916122
"C17orf781",-1.28646440421641,-2.33754643193711,-3.60141998978727,0.0214682326055569,0.179690579857575
"LRRTM4",-1.0582886934114,-2.33447437446357,-3.60797259228955,0.0216355563279189,0.18034214185055
"GABRB21",-1.32890997663359,-2.33398566355914,-3.60901429138373,0.0216622806383353,0.180386542568117
"PRPH",-1.16468296149773,-2.33317222157376,-3.61074773280585,0.0217068270113724,0.180602476387913
"SMIM321",-1.7677775324376,-2.33286263344306,-3.61140732270818,0.0217238021886599,0.180602476387913
"HCN1",-1.0858906334689,-2.32931659237349,-3.61895675547158,0.0219190753277628,0.181595259474789
"FGF16",-1.28242289423471,-2.32703335493843,-3.62381230675369,0.0220456277774556,0.182025638150658
"C10orf991",-2.23391231343394,-2.32589464016632,-3.62623232414081,0.0221089839374178,0.182360594628251
"GTF2A1L1",-1.14954049847847,-2.32352345394019,-3.63126823093463,0.0222414290622913,0.182823166312884
"KRTAP5-51",-1.68786826223335,-2.31639709016502,-3.64637563333305,0.0226437062653129,0.184774003762814
"ZG161",-1.30640522492444,-2.30676989054038,-3.66671900924916,0.0231973440848855,0.187610566907254
"IL11",-1.0380041973864,-2.30668737958875,-3.66689303809159,0.0232021402372059,0.187610566907254
"PROC1",-1.0087682966883,-2.3063486004192,-3.66760751959426,0.0232218417771364,0.187610566907254
"PPP4R3C",-1.00716673460598,-2.29534065310325,-3.6907722399792,0.0238700811970965,0.19015564802925
"ANPEP1",-1.14732014075649,-2.29263191676715,-3.69645724839285,0.0240320174174866,0.190971624645768
"PCDHAC21",-1.18195614876383,-2.28736340197165,-3.70749747629497,0.0243497574142225,0.192141560881398
"IL13RA21",-1.25686840999353,-2.28715467543628,-3.70793439793879,0.0243624213422869,0.192141560881398
"PPP1R1B1",-1.61498117300222,-2.27893289305588,-3.72511650148164,0.0248658894101987,0.194225951316615
"CCDC177",-1.10905318284982,-2.27681930911022,-3.72952459274057,0.0249967860250016,0.194456086066792
"SPAG171",-1.06132969413647,-2.26895256087201,-3.74589934752921,0.0254893215925713,0.196703543900628
"METTL11B",-1.47725672934751,-2.26811754981405,-3.74763445983755,0.0255420987711769,0.196797587687363
"PITX2",-1.34350441727459,-2.26765675514908,-3.74859172406067,0.0255712645552778,0.196797587687363
"IGSF5",-1.05887953702747,-2.26720162170313,-3.74953705673561,0.0256001007316273,0.196797587687363
"DRD11",-1.33661842289127,-2.26614678604008,-3.75172734522159,0.0256670424667893,0.196931997605841
"DIRC1",-1.39827095362363,-2.26335657194156,-3.75751662163595,0.0258448561805287,0.197168133744136
"EEF1A21",-1.41056875657194,-2.26328644158768,-3.75766204938092,0.0258493393232872,0.197168133744136
"SERPINA51",-1.00553147844169,-2.26208062013323,-3.76016190345916,0.025926529373684,0.19746370062801
"KCNH61",-1.14950985100989,-2.26008149070658,-3.7643037798609,0.0260549485963591,0.19746370062801
"OGDHL1",-1.47498875723323,-2.25887290423656,-3.76680618746244,0.0261328558052887,0.197713502660352
"C2orf83",-1.2537887382786,-2.24910212205109,-3.78699279691999,0.0267702383773127,0.199896053131892
"KCNK91",-1.09415372783586,-2.2461012757515,-3.79317685720591,0.0269687115773777,0.200916901251464
"NTF4",-1.10377804498532,-2.24292325480848,-3.79971796257609,0.0271803083112667,0.201646688684004
"PAX3",-1.05909003221244,-2.23677677530016,-3.81234527329183,0.0275936803267623,0.203242309882985
"PRAP11",-1.46881211249398,-2.23583587127334,-3.81427551992741,0.0276574429761377,0.203255131570494
"DMP1",-1.21134432363469,-2.23363917403411,-3.81877916496484,0.0278068100416756,0.204045535790776
"HOXA101",-1.34407360766007,-2.22842829311722,-3.82944656011661,0.0281639582339986,0.205430605668691
"CRABP21",-1.11270427333596,-2.22617121611267,-3.83406016445756,0.0283198977756541,0.206140419428852
"THEGL",-1.1883467167148,-2.22247050973984,-3.84161554694985,0.0285772114385286,0.207092847501818
"DRC1",-1.08747249998868,-2.21894602259928,-3.84880065673678,0.0288241711629368,0.207838565544648
"IL17F",-1.50624872023061,-2.21715804056555,-3.8524417635459,0.0289501664423005,0.208208658359345
"CACNG5",-1.29594043579186,-2.21634915657253,-3.85408813518611,0.0290073247665023,0.208312719689977
"ART51",-1.17901219233474,-2.21429587340633,-3.85826488340514,0.029152859519524,0.20876804251218
"FAM3B1",-1.37624095939407,-2.21424753967237,-3.85836316099659,0.0291562930420719,0.20876804251218
"REG1B1",-2.13451664004385,-2.21078353685737,-3.86540153700706,0.0294032902620297,0.209587630106802
"OR1Q11",-1.32865769758624,-2.20837590542743,-3.87028767219779,0.0295760389739873,0.2102278781883
"IBSP",-1.40011515479074,-2.20649603262055,-3.87409942398845,0.0297115363710606,0.210810424728002
"TLX11",-1.59964042458107,-2.20489483876622,-3.87734380426511,0.0298273743239163,0.211136703016037
"NKAIN11",-1.05184251709169,-2.20441250365245,-3.87832070861941,0.0298623459240668,0.211136703016037
"SSX11",-1.6699703527835,-2.2018801157618,-3.88344655974998,0.0300465440992737,0.211801550839192
"MEP1B1",-1.1453778619487,-2.19904236746686,-3.88918419271162,0.0302541307925092,0.21256250970021
"GPRC6A",-1.21192244744139,-2.19833224995915,-3.89061893428477,0.030306272590758,0.212710584213954
"NFE4",-1.21464231020355,-2.19605741827717,-3.89521225847542,0.030473834905529,0.212914092879457
"LCN11",-1.34457131338727,-2.19555530961905,-3.89622553558703,0.0305109285214861,0.212977217008807
"SYT11",-1.16433986618899,-2.19105149773692,-3.90530508801583,0.0308454153552795,0.214260378049715
"MROH2B",-1.23784424134034,-2.19062210559794,-3.90616985258122,0.0308774715467226,0.214274978845307
"CDX11",-1.74186230998767,-2.18991463844476,-3.90759430680093,0.0309303507262268,0.214468744520505
"DEFB131B",-1.29837080117487,-2.18639226623704,-3.91468027540105,0.0311948047797814,0.21561310003419
"MC5R1",-1.36352858583089,-2.18532296270734,-3.9168293619688,0.0312754752744752,0.215788618551602
"CBLN1",-1.31027848097656,-2.18439007837647,-3.91870349879461,0.0313460024255883,0.215845519590894
"ELF5",-1.36684445149857,-2.17391333742189,-3.93970137089642,0.0321476209582822,0.219291635824617
"CIB41",-1.32656755330537,-2.17368653567329,-3.94015492775096,0.0321651700069614,0.219291635824617
"KLK4",-1.46907081896941,-2.17205098232986,-3.94342443307139,0.0322919698637014,0.219537856647312
"LRAT1",-1.12055271015969,-2.17198201344243,-3.94356225449184,0.0322973263717005,0.219537856647312
"LYZL1",-1.21280696070058,-2.16653727788071,-3.95443006707861,0.0327226418016408,0.221237701879539
"C6orf118",-1.22712872609463,-2.16495162168848,-3.95759043870707,0.0328474175490261,0.221822554360514
"PRSS331",-1.32947143850595,-2.16016554028444,-3.96711689696076,0.0332265476419192,0.223179570615336
"OXGR11",-1.40060513888093,-2.15801472330178,-3.97139178493277,0.0333981597015094,0.223769728199992
"AC004080.31",-1.43454127027251,-2.15717112977804,-3.97306743042721,0.0334656793532612,0.224019658459934
"HOXD111",-1.60911743906687,-2.15597087822429,-3.97545049131252,0.0335619496222353,0.224166310866503
"IL20",-1.15257118904908,-2.1558315248782,-3.97572709519223,0.0335731425038255,0.224166310866503
"RNASE3",-1.24881498002952,-2.15027780841099,-3.98673755776546,0.0340218651993882,0.22585218062924
"FAM71F1",-1.16497839174529,-2.15024355599795,-3.98680538480649,0.0340246487626226,0.22585218062924
"TREML4",-1.11029747915451,-2.14606068084322,-3.99508101398228,0.0343660647429652,0.227030741799499
"NR1I21",-1.41268630033125,-2.14215392283088,-4.00279718324458,0.0346876242526882,0.228043764171478
"AQP8",-1.10729228787237,-2.13879836822879,-4.00941451640962,0.0349658951503073,0.228719607050552
"CAMKV",-1.01596797099211,-2.13798784587947,-4.01101150095749,0.0350334000095246,0.229017086400289
"CALN1",-1.03856729500236,-2.13639126205369,-4.0141556705008,0.0351667030267809,0.229141510713324
"PAX9",-1.13024713616893,-2.13529535302721,-4.01631262415511,0.0352584576462132,0.229141510713324
"CCDC1751",-1.20409113237802,-2.12664965555163,-4.03329379767595,0.0359896183923676,0.230775742904278
"EMX11",-1.46619220296264,-2.12196984543113,-4.0424594380818,0.036390836284724,0.232356144403509
"TEX36",-1.16932904572461,-2.12155194161229,-4.04327703261663,0.0364268523204499,0.232389556134894
"SPACA3",-1.28262544385193,-2.1194838483741,-4.04732093676735,0.0366055403502139,0.232986890252746
"SLC25A21",-1.00846118401538,-2.11891766160617,-4.04842742197485,0.0366545922297111,0.232986890252746
"OR4C5",-1.09323152839411,-2.11657903206518,-4.0529949068755,0.0368578035878234,0.233411250965014
"CLEC3A",-1.03925132244524,-2.1146766927631,-4.05670691385367,0.0370238222010163,0.233779743119373
"GSC2",-1.003750068686,-2.1100092680163,-4.06580155247322,0.0374338939174936,0.234189799799858
"CBLN2",-1.01353399670511,-2.10986331600597,-4.06608565077221,0.0374467800503177,0.234190232941678
"FYB2",-1.18844108662716,-2.10953187254367,-4.06673074533966,0.0374760575004819,0.234190232941678
"ADGRF2",-1.04888887163008,-2.10946513067582,-4.06686063514307,0.0374819554131771,0.234190232941678
"YBX21",-1.15802046377364,-2.10175387198341,-4.08184277799575,0.0381688141976337,0.23599529298732
"XG",-1.08300312190319,-2.0907733835218,-4.10309059085382,0.0391656127795528,0.239797238345072
"PITX3",-1.0510276816982,-2.08911288668289,-4.1062949256006,0.0393182887157661,0.24043035007614
"APOBEC11",-1.44127461032475,-2.08251338578638,-4.11900737086158,0.0399301692370748,0.242721013997598
"CDH121",-1.09751449192588,-2.08194211299256,-4.12010607664068,0.0399835192441069,0.242721013997598
"SLC18A1",-1.07861154041684,-2.08130425764127,-4.12133251363355,0.0400431598118689,0.242721013997598
"GPD11",-1.00982800665118,-2.07815556835573,-4.12738164444937,0.0403386917740899,0.243393633961017
"WFDC6",-1.25597354011839,-2.07782740629714,-4.1280116157704,0.0403696004545632,0.243427318897936
"PON31",-1.24465811089547,-2.07582707226504,-4.13184968873536,0.0405584477741246,0.244113580667017
"ESX1",-1.03030400859298,-2.0754176146124,-4.13263490646863,0.0405971974415588,0.244196208586067
"CCDC60",-1.06497315297935,-2.07295374731519,-4.13735688971524,0.0408310429092431,0.244998809266989
"MUC151",-1.55843937132054,-2.07068103647816,-4.14170799094259,0.0410477726197181,0.245845803548413
"UGT1A81",-1.14956393684579,-2.06951101614731,-4.1439462966866,0.0411597332518841,0.246289648480541
"AL355102.2",-1.30882624341355,-2.06617016150776,-4.15033116571901,0.0414808707024896,0.247528314045214
"CLPSL11",-1.54163973457095,-2.06391489608718,-4.15463599463978,0.0416988727744717,0.248535438172224
"OR10AD1",-1.10861428037591,-2.06277294830995,-4.15681409839531,0.0418096326981703,0.248746561411389
"AL590560.21",-1.05935037329816,-2.06205518398296,-4.15818256952858,0.0418793795280899,0.248746561411389
"IL22",-1.39173901628833,-2.06195127207823,-4.15838064931433,0.041889485172131,0.248746561411389
"SLC15A11",-1.30978517973812,-2.06061064643666,-4.16093537093576,0.0420200518099356,0.249221935970262
"CYP3A41",-1.17195577282056,-2.05987038791167,-4.16234537203849,0.0420922970645828,0.249362850258332
"SNTN1",-1.02518786243316,-2.0594513685505,-4.16314329072538,0.0421332383909002,0.249362850258332
"SPOCK3",-1.00664610628312,-2.05716910207973,-4.16748670205342,0.0423568341256335,0.249852839316483
"KRT75",-1.22045817683812,-2.04960469931397,-4.18185118482718,0.0431052279576879,0.252269564278498
"TUBA3C",-1.39837905702645,-2.04888386278447,-4.1832175016632,0.0431771335473947,0.252366495706136
"SLC6A3",-1.10719605084578,-2.04881734017234,-4.18334357049514,0.0431837745611197,0.252366495706136
"AQP51",-1.60855034613939,-2.04597681169309,-4.18872324608656,0.0434681661246817,0.253421485838609
"RHOXF2B",-1.05962727260852,-2.04007016654471,-4.19988800591476,0.0440646824036971,0.255185820546848
"CGA1",-1.26212380363842,-2.03793771896508,-4.20391151770196,0.0442817572177784,0.255644962772498
"FGL1",-1.50365575914212,-2.03658113019675,-4.20646913367998,0.0444203290961132,0.256141921307838
"IYD1",-1.120586797071,-2.03527504858901,-4.20893005588216,0.0445540927274299,0.256458665864555
"MALRD11",-1.38479765288034,-2.03396742092107,-4.21139244509971,0.0446883602732635,0.256852798637759
"OR8A1",-1.25026123669238,-2.03296481659484,-4.21327946572563,0.0447915425717359,0.257142976311092
"PLPP4",-1.04589620443627,-2.02963908656281,-4.21953279231043,0.0451352699872227,0.258053700902343
"BEX1",-1.39146278061771,-2.0253282012059,-4.22762455380555,0.0455841760205583,0.259457659444999
"FXYD41",-1.19337013645207,-2.025161411531,-4.22793731057053,0.0456016208530208,0.259457659444999
"OR51A7",-1.04445544190318,-2.0231741009851,-4.23166201532862,0.0458099171708101,0.259966626809875
"BMP71",-1.03696098176625,-2.02246741070067,-4.23298571857045,0.0458841835502301,0.259974855941057
"HOXD12",-1.32908459887295,-2.02143246974271,-4.23492350499862,0.0459931317802245,0.260063713562631
"SLC6A191",-1.61891963060541,-2.01644862413245,-4.2442423623987,0.0465208845136667,0.261834240144827
"LMX1B1",-1.18223816348422,-2.01448790946902,-4.24790275691283,0.046729924152758,0.26231274026332
"AC011195.2",-1.02039026823656,-2.01202143798724,-4.25250269968975,0.0469940241037262,0.262964587905838
"AQP21",-1.21075732293405,-2.01112021916291,-4.25418217516726,0.0470908406043358,0.263069867703501
"PRTN3",-1.33042881488419,-2.00789675030819,-4.26018365947104,0.0474385285234096,0.264029836968472
"ZP2",-1.04369177439832,-2.00709078418676,-4.26168283587559,0.0475258029421172,0.264214226040212
"SELENOV",-1.15667210183002,-2.00633337729717,-4.26309118448682,0.0476079440117748,0.264440886029105
"COX8C1",-1.24647094813923,-2.00608554160019,-4.26355191296371,0.04763484819335,0.264440886029105
"NPY1",-1.5123874423163,-2.00038303746659,-4.27413849767294,0.0482574867860333,0.265409378578919
"RLBP1",-1.09623002377831,-1.99892994353849,-4.27683171898069,0.0484172510952358,0.265995833694815
"GJB61",-1.40125705807478,-1.99816585831237,-4.27824718437473,0.0485014413244042,0.266076344353863
"AQP101",-1.12585549268113,-1.99745580285942,-4.27956211478519,0.0485797902068202,0.266114352378927
"KLK3",-1.0722797756166,-1.99217684350783,-4.28932461633254,0.0491656715145851,0.267987920215913
"OR2B11",-1.17079783458618,-1.98798329669953,-4.29706293910766,0.0496353708358934,0.269294478949581
"C1orf189",-1.09767105860299,-1.98574247797432,-4.30119176904093,0.0498879173831837,0.269814979053024
"CXXC42",-1.64406289326788,-7.12765906963821,14.8613725002767,4.44622395629006e-11,1.84650734899629e-08
"PIFO2",-2.21092971673992,-6.35150207023341,10.9706872494386,2.58814113231055e-09,5.10282088500704e-07
"EFHC22",-1.68026437632204,-5.98839713561879,9.23472541054053,1.59423119619571e-08,2.1313560766126e-06
"RAB6B",-1.20346359962467,-5.73457021872275,8.05726776038209,5.48418240752556e-08,5.78625710337791e-06
"CKB1",-1.53169115307139,-5.63667732230114,7.61157357434301,8.7592964617036e-08,8.21984171326887e-06
"SHC21",-1.08413360249085,-5.50929382281731,7.03889858796253,1.59955028876097e-07,1.34575957268644e-05
"MATN21",-1.53727271162982,-5.49819444152554,6.98939691760952,1.68506777008099e-07,1.41162394009489e-05
"HHIP1",-1.87600153117432,-5.45477330865206,6.79636576059468,2.06463162805319e-07,1.67914769783209e-05
"REEP12",-1.75161350231191,-5.41865930705713,6.63657753046403,2.44286648759913e-07,1.88625446876552e-05
"CAPN132",-2.36643803198592,-5.39448771741412,6.5300170335264,2.73296321112408e-07,2.06762437666399e-05
"CACNG42",-2.60710069741649,-5.37484687053422,6.44366079190004,2.99319933329322e-07,2.20468897307737e-05
"ERICH52",-2.28473871121189,-5.37276966170561,6.43453991134643,3.022095722953e-07,2.20796091726861e-05
"RPRM1",-2.50382573004387,-5.30404582595205,6.13409485051989,4.14763324150861e-07,2.89134475860738e-05
"MAPK41",-2.46078998952994,-5.2965826335482,6.10162221141109,4.29206404316842e-07,2.97080844179448e-05
"LRAT2",-1.99646120139896,-5.26196589352014,5.95140314541743,5.02863521566586e-07,3.30484615402632e-05
"HOXA5",-1.06145811107164,-5.24640908656234,5.8841095966627,5.39847309745792e-07,3.47765004585086e-05
"SMIM322",-2.87280787231165,-5.2391699221883,5.85284105718246,5.57948029978142e-07,3.54742267007927e-05
"STK32A2",-1.79709692543745,-5.22225367679102,5.77988714930598,6.02580370630121e-07,3.79411814655785e-05
"ODF3L1",-1.09933865392845,-5.20363868717068,5.69979128226894,6.55714424781357e-07,4.05283281826482e-05
"SGSM11",-1.31346085361953,-5.20280300400591,5.69620007385976,6.58203803160995e-07,4.05283281826482e-05
"TRHDE2",-1.90773971133618,-5.1638070982534,5.52905711210088,7.85178885126236e-07,4.63018328059789e-05
"SHF",-1.03852346683027,-5.15357267514965,5.48533241444802,8.2227028166622e-07,4.72055694936557e-05
"DNALI11",-1.38334080169448,-5.10460685449067,5.27695621355962,1.02465363304035e-06,5.63386317276467e-05
"PBX1",-1.02576988182732,-5.08318750474214,5.18623483519813,1.12771283879556e-06,5.99777299739796e-05
"TTLL22",-1.93455660629511,-5.06708459666026,5.11820441374359,1.21175911299772e-06,6.25722913402183e-05
"CCN31",-1.30527903681613,-5.05815970207813,5.08056340723477,1.26093130688918e-06,6.44296287412824e-05
"AQP72",-1.42378442460716,-5.04662708739737,5.03199230531361,1.32735003811858e-06,6.72949231013935e-05
"AKR1C21",-1.90157469739128,-5.04042028614584,5.00588337067883,1.36449086975921e-06,6.88204064259174e-05
"HMGCS21",-3.05572367352557,-5.02083236996847,4.92363309478115,1.48844506123148e-06,7.37384750004498e-05
"RETREG11",-1.23794659676139,-5.00913203027125,4.87460933170836,1.56763286715652e-06,7.63693855760071e-05
"SFTPD1",-1.86510641670862,-4.99357542286828,4.80955158855085,1.67928129655235e-06,8.06618953173643e-05
"ADRA2A2",-1.89812903655597,-4.99020697025719,4.79548333362217,1.70445408629965e-06,8.13088172732359e-05
"DCX1",-2.04765039090779,-4.96270419376626,4.68086744620788,1.92415738808047e-06,8.9850784827614e-05
"KLF151",-1.58642405558312,-4.93491342479306,4.56550339271448,2.17398895539898e-06,9.86839312103086e-05
"SERTM1",-2.21386078673062,-4.9331078150384,4.55802379133641,2.19126693321067e-06,9.92374461005549e-05
"PPARGC1A2",-1.51852074785235,-4.89997101658795,4.42110053682802,2.53305633041465e-06,0.000110647070663726
"SLC16A92",-1.83757968548163,-4.88719575871335,4.36848692961754,2.67818503189982e-06,0.000115653746985957
"GRIN2A1",-1.922619206553,-4.88473330741422,4.35835677496875,2.70707097706989e-06,0.000116222586193072
"FAM181B",-1.61048335870327,-4.88211922388187,4.34760679469818,2.73806615589153e-06,0.000117202441440453
"BRINP11",-1.95790627089647,-4.84331170786936,4.18849930123087,3.24072763908135e-06,0.00013178283914006
"CLCNKB1",-1.78348871427535,-4.81414138983861,4.06950080570121,3.67631711478046e-06,0.000145017077291421
"KCNK152",-2.14720809870882,-4.8023294046679,4.02146114917252,3.86838587140154e-06,0.000150712622402967
"PDE9A2",-1.20387591010537,-4.78914965907282,3.96795888845331,4.09416794543392e-06,0.000157002090622642
"C1QTNF3",-1.12775456587079,-4.78286649027407,3.94249004779971,4.20624611957644e-06,0.0001603549179844
"TTC36",-1.11634013910765,-4.77624811810022,3.91568851138289,4.3275144772886e-06,0.000163382504994577
"SDK2",-1.25229086595362,-4.73942875316603,3.7670756336604,5.06646240146261e-06,0.000184845382456353
"PLAAT12",-2.24312221001555,-4.73647903870571,3.75520581064603,5.13067835269418e-06,0.000186144443803416
"CDKN1C",-1.12108470178995,-4.73363280144933,3.74375746548197,5.19338762693639e-06,0.000187721727944762
"PROC2",-1.59661029932634,-4.72275497268292,3.70004987952944,5.43995422756141e-06,0.000195253064537715
"ZBTB7C1",-1.64421524386086,-4.71030547815529,3.65011694683417,5.73604781847629e-06,0.000202462780052149
"ALG1L1",-1.5278077414844,-4.70622487274269,3.63377115632361,5.83644700176867e-06,0.000204894980265329
"PLCXD3",-1.92120293519302,-4.68922783761791,3.56579674194018,6.27322745020498e-06,0.000216720578054073
"TMEM132C",-1.88201325376201,-4.68590102994461,3.55251319238728,6.3623400147141e-06,0.000218732402822305
"TMEM611",-1.8819567608302,-4.6755903248936,3.51138751505974,6.64636615434286e-06,0.000225944798071431
"TRIM542",-2.4213645200441,-4.67483793261269,3.50838908626507,6.66756512573105e-06,0.000225944798071431
"RTN4RL1",-1.43370064814918,-4.66980191557109,3.48832867161701,6.81114890454737e-06,0.000229614534486805
"LEFTY2",-1.86221331049079,-4.65225341742748,3.41854991685825,7.33520062958536e-06,0.000241544038837876
"KCNK31",-1.68072480858993,-4.64950008022138,3.40761919915332,7.42088177022322e-06,0.000243442338273928
"EMILIN3",-1.27319753243989,-4.64006811804273,3.37021042685683,7.72178601303856e-06,0.000251202568647499
"FMO51",-1.07251678113707,-4.6369182003098,3.35772974546526,7.82487669977255e-06,0.000253477284088309
"C1orf1152",-1.05531229462769,-4.63215990647318,3.33888813208076,7.98313143813549e-06,0.000256709625273421
"PPP1R1A",-1.94712663309947,-4.62393112725667,3.30633788405048,8.26413352603305e-06,0.000263095577964754
"TFF32",-2.13790725864607,-4.62277734292182,3.30177731187763,8.30428935581914e-06,0.000263095577964754
"CBLN11",-1.97385357899102,-4.61059013697831,3.25365607129104,8.74011903376229e-06,0.000274376767340824
"NDP2",-1.9092026602688,-4.6031603972218,3.22436568591254,9.01656437484978e-06,0.000280692695426942
"SLC22A17",-1.09841222452156,-4.5979873448504,3.20399247513163,9.21400749494266e-06,0.000283672259138463
"RND2",-1.35582969697936,-4.59431059543927,3.1895224974136,9.35687070337756e-06,0.000287164715816394
"DIRAS3",-1.34570724957961,-4.58646420145826,3.15867136302509,9.66893375817795e-06,0.000294427329213534
"ENTPD32",-1.67420542949598,-4.5845683691669,3.15122301760232,9.74582721044233e-06,0.000295845725226475
"NDNF2",-1.39470182096163,-4.56527989016572,3.07557217209907,1.05624544553722e-05,0.000314771190077803
"SLC1A71",-1.30539806259584,-4.55734963352573,3.04453777223033,1.09170154540066e-05,0.000322116103078156
"NACAD",-1.19157314967081,-4.55717867354176,3.04386917583089,1.09247840687402e-05,0.000322116103078156
"LGI1",-1.69596893489002,-4.55550263471157,3.03731545036565,1.10012281040989e-05,0.000323880801453855
"ST8SIA3",-1.56001637554881,-4.54463505767575,2.99486403745215,1.15095625463983e-05,0.000334806484863111
"SLC4A31",-1.32759180888438,-4.54134140212659,2.98201311068478,1.16680465861664e-05,0.000336906214963582
"AMIGO1",-1.00155788209324,-4.53968256203891,2.97554340513749,1.17486614196808e-05,0.000338732824594903
"BEND5",-1.33191158402187,-4.52092396806579,2.90250492896028,1.26984746151822e-05,0.000361132175757785
"TMEM229A2",-2.27596094732709,-4.51107436211375,2.86424488927728,1.32264082533786e-05,0.000368808946710996
"FBXL22",-1.11876714362833,-4.50579296096013,2.84375538140484,1.35181374953997e-05,0.000373211493313587
"TCEAL51",-2.24567183053646,-4.49962972974451,2.81986746768716,1.38664198285728e-05,0.000380138551452123
"ARC2",-1.77795649817464,-4.498796341652,2.81663923806999,1.39141728914233e-05,0.000380379188610213
"CCDC1692",-1.54209493498321,-4.4969175133731,2.80936301192924,1.40224116236324e-05,0.000381734243349624
"USP21",-1.13806950744107,-4.49254549970651,2.7924401229814,1.42774317163744e-05,0.000387595535009614
"PIANP",-1.12617331583529,-4.4866947137932,2.76981260665,1.46257088824386e-05,0.000393167410395555
"TCEA31",-1.15838264425291,-4.47857573298772,2.73844964555874,1.51225905395471e-05,0.000403800061205771
"PPP1R14A",-1.22131047486481,-4.47572646155702,2.7274532497902,1.53007900357003e-05,0.00040696315518661
"NPC1L12",-1.96228634514163,-4.44924598459557,2.62550704043368,1.70566006628166e-05,0.000442723122789251
"RGN2",-1.54557007392427,-4.44195074535011,2.59750142782,1.75734324048531e-05,0.000450743531025396
"LDOC1",-1.05387356317676,-4.43647375737078,2.57649866362469,1.79713236644685e-05,0.00045794029583128
"SEMA6A2",-1.17385334938245,-4.41794644230481,2.5055965629801,1.93825870238536e-05,0.000488166085314321
"C11orf531",-2.19647066032546,-4.40745784494276,2.46555732023168,2.02281800133108e-05,0.00050425778503169
"BEX51",-1.69709193374428,-4.40386780391331,2.45186923488339,2.05256786983118e-05,0.000509721021008077
"IGSF11",-1.4380493937698,-4.40022366670474,2.43798353961312,2.0831962586144e-05,0.000516014058018965
"NRTN1",-1.18223526814458,-4.38435505091487,2.37761915475118,2.22177079508558e-05,0.00053938736504074
"ILDR2",-1.15927328050117,-4.38115232235643,2.3654560331719,2.25079440660584e-05,0.000543728416120538
"SRPX",-1.20193956476631,-4.38022996947106,2.36195443235008,2.25922029589801e-05,0.00054508925779522
"TPM2",-1.23253197917295,-4.37886418821682,2.35677043911262,2.27175272488257e-05,0.000546761300086101
"GRIP11",-1.12042945516361,-4.37419309057626,2.33904999920347,2.31512199721578e-05,0.000551756608835833
"LRRTM1",-2.02922230865492,-4.36812028265326,2.31603350259622,2.37269692314185e-05,0.000561213559551328
"RIMKLA2",-1.34910961175596,-4.36637443163244,2.30942107358641,2.38950206613e-05,0.000563293367497482
"FUT62",-2.22352168532908,-4.35749524329153,2.2758222275636,2.47675695495529e-05,0.000575521654806813
"SORBS2",-1.16286242693243,-4.35511895789767,2.26683920887946,2.50062299576772e-05,0.000578342065832899
"MOGAT12",-2.09376270769714,-4.34360458364619,2.22336463974401,2.61943132768491e-05,0.000599355093048181
"TDRD52",-2.02138834999964,-4.34045633320504,2.21149316154642,2.6528485323151e-05,0.000603101650672449
"PRPH1",-1.8108452977686,-4.33758580483416,2.2006746556668,2.6836745402723e-05,0.000608393070285424
"GALNT13",-1.60545812627173,-4.33536808622181,2.19232021884319,2.70772550047364e-05,0.000613133341574768
"MMP23B",-1.09128168122243,-4.33467143472599,2.18969651558849,2.71532326877312e-05,0.000613430496333131
"F102",-1.28662066012822,-4.33082333241131,2.17520974462782,2.7576615577595e-05,0.000620124377257001
"PCDHAC22",-1.66906666301842,-4.32586378609185,2.15655329374558,2.81316442052883e-05,0.000628262658172794
"SLC34A22",-2.36748994099088,-4.31586546881205,2.11899214352371,2.92833641291265e-05,0.000651331908426313
"HGD1",-1.35769778021382,-4.30897710971584,2.09315308358998,3.01030449168089e-05,0.000663840653668839
"C9orf242",-1.32105031611659,-4.30604787437126,2.08217476587022,3.04582458169195e-05,0.000668745219460577
